feedback,feedback_right,feedback_left,guess_num,mean_left,mean_right,sd,valence,ambiguity,block,time_elapsed,trial_num,trial_num_total,choice_accuracy,guess_accuracy,better_choice,condition_num,subj_num,subj_choice
-12,4,-12,0,-10,10,15,0,0,5,929822,1,41,0,1,2,3,42,1
20,20,1,1,-10,10,15,1,0,5,933468,2,42,1,1,2,3,42,2
-1,-1,1,1,-10,10,15,2,1,5,936897,3,43,1,0,2,3,42,2
-33,-33,8,0,-10,10,15,2,1,5,940114,4,44,1,1,2,3,42,2
9,9,-30,1,-10,10,15,2,1,5,943237,5,45,1,1,2,3,42,2
-17,13,-17,0,-10,10,15,2,1,5,948011,6,46,0,1,2,3,42,1
-25,-25,-23,0,-10,10,15,2,1,5,954014,7,47,1,1,2,3,42,2
24,5,24,0,-10,10,15,2,1,5,958794,8,48,0,0,2,3,42,1
23,23,-8,1,-10,10,15,2,1,5,963026,9,49,1,1,2,3,42,2
5,5,-25,1,-10,10,15,2,1,5,966868,10,50,1,1,2,3,42,2
-19,-19,38,0,0,-20,15,0,0,6,985017,1,51,0,1,1,1,42,2
-6,4,-6,0,0,-20,15,0,0,6,989623,2,52,1,1,1,1,42,1
-13,-13,-8,1,0,-20,15,2,1,6,993353,3,53,0,0,1,1,42,2
-17,-17,7,0,0,-20,15,2,1,6,997149,4,54,0,1,1,1,42,2
-31,-8,-31,0,0,-20,15,2,1,6,1002043,5,55,1,1,1,1,42,1
-45,-45,31,0,0,-20,15,2,1,6,1005756,6,56,0,1,1,1,42,2
-6,-5,-6,1,0,-20,15,2,1,6,1009050,7,57,1,0,1,1,42,1
-1,-31,-1,1,0,-20,15,2,1,6,1013761,8,58,1,0,1,1,42,1
-20,-20,10,0,0,-20,15,2,1,6,1018469,9,59,0,1,1,1,42,2
-27,-27,13,0,0,-20,15,2,1,6,1023018,10,60,0,1,1,1,42,2
5,5,-72,1,-20,0,15,1,0,1,211915,1,1,1,1,2,1,43,2
6,6,-4,1,-20,0,15,1,0,1,215259,2,2,1,1,2,1,43,2
2,2,-15,1,-20,0,15,2,1,1,218912,3,3,1,1,2,1,43,2
-1,-1,-39,1,-20,0,15,2,1,1,221311,4,4,1,0,2,1,43,2
1,1,-32,1,-20,0,15,2,1,1,225652,5,5,1,1,2,1,43,2
-1,-1,-31,1,-20,0,15,2,1,1,229046,6,6,1,0,2,1,43,2
-26,-26,5,1,-20,0,15,2,1,1,231684,7,7,1,0,2,1,43,2
-7,-7,-26,1,-20,0,15,2,1,1,233837,8,8,1,0,2,1,43,2
4,4,-24,1,-20,0,15,2,1,1,236175,9,9,1,1,2,1,43,2
16,16,-45,1,-20,0,15,2,1,1,238950,10,10,1,1,2,1,43,2
-2,-13,-2,0,10,-10,15,0,0,2,259169,1,11,1,1,1,3,43,1
27,-4,27,1,10,-10,15,1,0,2,265449,2,12,1,1,1,3,43,1
-19,-47,-19,1,10,-10,15,2,1,2,273647,3,13,1,0,1,3,43,1
1,-4,1,0,10,-10,15,2,1,2,276316,4,14,1,0,1,3,43,1
21,7,21,1,10,-10,15,2,1,2,279080,5,15,1,1,1,3,43,1
19,-32,19,1,10,-10,15,2,1,2,281713,6,16,1,1,1,3,43,1
-19,-31,-19,1,10,-10,15,2,1,2,284193,7,17,1,0,1,3,43,1
-12,-10,-12,0,10,-10,15,2,1,2,286211,8,18,1,1,1,3,43,1
35,-18,35,1,10,-10,15,2,1,2,288256,9,19,1,1,1,3,43,1
8,-18,8,0,10,-10,15,2,1,2,290903,10,20,1,0,1,3,43,1
-38,14,-38,0,-20,0,15,0,0,3,306496,1,21,0,1,2,1,43,1
-18,-18,1,0,-20,0,15,0,0,3,314980,2,22,1,1,2,1,43,2
11,11,-18,1,-20,0,15,2,1,3,318633,3,23,1,1,2,1,43,2
-12,-12,-2,0,-20,0,15,2,1,3,321891,4,24,1,1,2,1,43,2
-10,-10,-42,1,-20,0,15,2,1,3,324396,5,25,1,0,2,1,43,2
1,1,-19,0,-20,0,15,2,1,3,326081,6,26,1,0,2,1,43,2
1,1,-15,1,-20,0,15,2,1,3,328369,7,27,1,1,2,1,43,2
17,17,-29,0,-20,0,15,2,1,3,330507,8,28,1,0,2,1,43,2
14,14,-25,1,-20,0,15,2,1,3,332695,9,29,1,1,2,1,43,2
-19,-19,-19,0,-20,0,15,2,1,3,335008,10,30,1,1,2,1,43,2
32,32,17,1,0,20,15,1,0,4,345456,1,31,1,1,2,2,43,2
24,24,-9,1,0,20,15,1,0,4,348979,2,32,1,1,2,2,43,2
15,15,6,1,0,20,15,2,1,4,351306,3,33,1,1,2,2,43,2
30,30,-6,1,0,20,15,2,1,4,352771,4,34,1,1,2,2,43,2
12,12,-1,1,0,20,15,2,1,4,354185,5,35,1,1,2,2,43,2
9,9,17,1,0,20,15,2,1,4,355965,6,36,1,1,2,2,43,2
-1,-1,28,1,0,20,15,2,1,4,357777,7,37,1,0,2,2,43,2
9,9,5,1,0,20,15,2,1,4,359787,8,38,1,1,2,2,43,2
33,33,-26,1,0,20,15,2,1,4,361953,9,39,1,1,2,2,43,2
14,14,-33,1,0,20,15,2,1,4,364018,10,40,1,1,2,2,43,2
31,-30,31,1,10,-10,15,1,0,5,373916,1,41,1,1,1,3,43,1
2,-38,2,1,10,-10,15,1,0,5,380203,2,42,1,1,1,3,43,1
28,-6,28,1,10,-10,15,2,1,5,382457,3,43,1,1,1,3,43,1
-2,-14,-2,1,10,-10,15,2,1,5,384029,4,44,1,0,1,3,43,1
-5,-12,-5,1,10,-10,15,2,1,5,385920,5,45,1,0,1,3,43,1
16,-24,16,1,10,-10,15,2,1,5,387920,6,46,1,1,1,3,43,1
-8,-13,-8,1,10,-10,15,2,1,5,389738,7,47,1,0,1,3,43,1
-10,-27,-10,1,10,-10,15,2,1,5,391757,8,48,1,0,1,3,43,1
10,-23,10,1,10,-10,15,2,1,5,393731,9,49,1,1,1,3,43,1
11,-4,11,1,10,-10,15,2,1,5,395577,10,50,1,1,1,3,43,1
16,16,9,1,0,20,15,1,0,6,405023,1,51,1,1,2,2,43,2
5,5,-14,1,0,20,15,1,0,6,407652,2,52,1,1,2,2,43,2
7,7,-17,1,0,20,15,2,1,6,409514,3,53,1,1,2,2,43,2
21,21,20,1,0,20,15,2,1,6,410961,4,54,1,1,2,2,43,2
17,17,16,1,0,20,15,2,1,6,412434,5,55,1,1,2,2,43,2
33,33,10,1,0,20,15,2,1,6,414058,6,56,1,1,2,2,43,2
20,20,-13,1,0,20,15,2,1,6,415666,7,57,1,1,2,2,43,2
34,34,11,1,0,20,15,2,1,6,417302,8,58,1,1,2,2,43,2
34,34,-2,1,0,20,15,2,1,6,419293,9,59,1,1,2,2,43,2
36,36,-7,1,0,20,15,2,1,6,421554,10,60,1,1,2,2,43,2
17,17,15,1,0,20,15,1,0,1,652081,1,1,1,1,2,2,44,2
28,28,-7,1,0,20,15,1,0,1,654248,2,2,1,1,2,2,44,2
-9,46,-9,0,0,20,15,2,1,1,656730,3,3,0,1,2,2,44,1
-5,17,-5,0,0,20,15,2,1,1,658825,4,4,0,1,2,2,44,1
1,1,-5,0,0,20,15,2,1,1,661325,5,5,1,0,2,2,44,2
15,40,15,0,0,20,15,2,1,1,663541,6,6,0,0,2,2,44,1
-9,8,-9,0,0,20,15,2,1,1,666794,7,7,0,1,2,2,44,1
44,44,15,0,0,20,15,2,1,1,668964,8,8,1,0,2,2,44,2
-16,-19,-16,0,0,20,15,2,1,1,670878,9,9,0,1,2,2,44,1
-17,-8,-17,1,0,20,15,2,1,1,674987,10,10,0,0,2,2,44,1
-10,8,-10,0,0,-20,15,0,0,2,684230,1,11,1,1,1,1,44,1
-41,-41,33,0,0,-20,15,0,0,2,686793,2,12,0,1,1,1,44,2
-24,-24,-2,1,0,-20,15,2,1,2,689106,3,13,0,0,1,1,44,2
-23,-23,-27,0,0,-20,15,2,1,2,691161,4,14,0,1,1,1,44,2
-17,-17,-14,0,0,-20,15,2,1,2,693406,5,15,0,1,1,1,44,2
-26,-26,13,1,0,-20,15,2,1,2,695584,6,16,0,0,1,1,44,2
-23,-18,-23,0,0,-20,15,2,1,2,697320,7,17,1,1,1,1,44,1
7,7,-6,1,0,-20,15,2,1,2,699519,8,18,0,1,1,1,44,2
-26,-26,-2,0,0,-20,15,2,1,2,702055,9,19,0,1,1,1,44,2
-22,-29,-22,0,0,-20,15,2,1,2,704070,10,20,1,1,1,1,44,1
11,-17,11,1,10,-10,15,1,0,3,781864,1,21,1,1,1,3,44,1
18,-49,18,1,10,-10,15,1,0,3,783705,2,22,1,1,1,3,44,1
-33,-33,7,1,10,-10,15,2,1,3,785993,3,23,0,0,1,3,44,2
27,-17,27,0,10,-10,15,2,1,3,787931,4,24,1,0,1,3,44,1
-1,-18,-1,1,10,-10,15,2,1,3,789884,5,25,1,0,1,3,44,1
-9,-9,6,0,10,-10,15,2,1,3,791625,6,26,0,1,1,3,44,2
6,5,6,1,10,-10,15,2,1,3,793321,7,27,1,1,1,3,44,1
1,2,1,0,10,-10,15,2,1,3,795112,8,28,1,0,1,3,44,1
23,-10,23,0,10,-10,15,2,1,3,796762,9,29,1,0,1,3,44,1
-38,-38,-12,1,10,-10,15,2,1,3,798270,10,30,0,0,1,3,44,2
20,-15,20,1,10,-10,15,1,0,4,806603,1,31,1,1,1,3,44,1
-18,-18,13,0,10,-10,15,0,0,4,808630,2,32,0,1,1,3,44,2
13,-2,13,0,10,-10,15,2,1,4,810447,3,33,1,0,1,3,44,1
-5,-6,-5,1,10,-10,15,2,1,4,811762,4,34,1,0,1,3,44,1
-8,2,-8,0,10,-10,15,2,1,4,813096,5,35,1,1,1,3,44,1
-11,-11,20,0,10,-10,15,2,1,4,814838,6,36,0,1,1,3,44,2
-3,-4,-3,0,10,-10,15,2,1,4,818000,7,37,1,1,1,3,44,1
28,-21,28,1,10,-10,15,2,1,4,819682,8,38,1,1,1,3,44,1
-46,-46,-14,0,10,-10,15,2,1,4,821100,9,39,0,1,1,3,44,2
-1,-1,-8,0,10,-10,15,2,1,4,830157,10,40,0,1,1,3,44,2
-32,-15,-32,0,0,-20,15,0,0,5,835500,1,41,1,1,1,1,44,1
-17,3,-17,0,0,-20,15,0,0,5,837805,2,42,1,1,1,1,44,1
-14,-14,1,1,0,-20,15,2,1,5,839767,3,43,0,0,1,1,44,2
-19,-2,-19,0,0,-20,15,2,1,5,841435,4,44,1,1,1,1,44,1
25,-4,25,0,0,-20,15,2,1,5,843500,5,45,1,0,1,1,44,1
-19,-19,-20,0,0,-20,15,2,1,5,845076,6,46,0,1,1,1,44,2
-12,-14,-12,0,0,-20,15,2,1,5,846758,7,47,1,1,1,1,44,1
-13,-13,-9,0,0,-20,15,2,1,5,848294,8,48,0,1,1,1,44,2
2,2,7,0,0,-20,15,2,1,5,849640,9,49,0,0,1,1,44,2
-19,-24,-19,1,0,-20,15,2,1,5,851668,10,50,1,0,1,1,44,1
-2,42,-2,0,0,20,15,0,0,6,856818,1,51,0,1,2,2,44,1
-9,-19,-9,0,0,20,15,0,0,6,858504,2,52,0,1,2,2,44,1
20,20,10,1,0,20,15,2,1,6,861233,3,53,1,1,2,2,44,2
-18,5,-18,0,0,20,15,2,1,6,862754,4,54,0,1,2,2,44,1
37,27,37,0,0,20,15,2,1,6,864089,5,55,0,0,2,2,44,1
1,21,1,0,0,20,15,2,1,6,866247,6,56,0,0,2,2,44,1
10,10,-4,1,0,20,15,2,1,6,868275,7,57,1,1,2,2,44,2
-10,30,-10,0,0,20,15,2,1,6,870060,8,58,0,1,2,2,44,1
-5,47,-5,1,0,20,15,2,1,6,872489,9,59,0,0,2,2,44,1
24,24,17,0,0,20,15,2,1,6,874272,10,60,1,0,2,2,44,2
-17,-17,-44,0,-20,0,15,0,0,1,259862,1,1,1,1,2,1,45,2
-8,-11,-8,0,-20,0,15,0,0,1,263739,2,2,0,1,2,1,45,1
-20,1,-20,0,-20,0,15,2,1,1,267490,3,3,0,1,2,1,45,1
14,14,-20,0,-20,0,15,2,1,1,270896,4,4,1,0,2,1,45,2
-23,-10,-23,0,-20,0,15,2,1,1,273871,5,5,0,1,2,1,45,1
-5,-5,-25,0,-20,0,15,2,1,1,276086,6,6,1,1,2,1,45,2
-3,-3,-31,0,-20,0,15,2,1,1,278003,7,7,1,1,2,1,45,2
11,11,-28,0,-20,0,15,2,1,1,279739,8,8,1,0,2,1,45,2
-7,-7,-22,0,-20,0,15,2,1,1,281657,9,9,1,1,2,1,45,2
-16,-16,-36,0,-20,0,15,2,1,1,283590,10,10,1,1,2,1,45,2
-16,23,-16,0,0,20,15,0,0,2,292020,1,11,0,1,2,2,45,1
49,49,3,1,0,20,15,1,0,2,294864,2,12,1,1,2,2,45,2
9,9,-22,1,0,20,15,2,1,2,297740,3,13,1,1,2,2,45,2
29,29,-9,1,0,20,15,2,1,2,299788,4,14,1,1,2,2,45,2
9,9,7,1,0,20,15,2,1,2,301574,5,15,1,1,2,2,45,2
6,6,3,1,0,20,15,2,1,2,302880,6,16,1,1,2,2,45,2
42,42,-14,1,0,20,15,2,1,2,304252,7,17,1,1,2,2,45,2
18,18,19,1,0,20,15,2,1,2,306765,8,18,1,1,2,2,45,2
16,16,1,1,0,20,15,2,1,2,308517,9,19,1,1,2,2,45,2
31,31,18,1,0,20,15,2,1,2,310235,10,20,1,1,2,2,45,2
-11,24,-11,0,10,-10,15,0,0,3,319953,1,21,1,1,1,3,45,1
22,-27,22,1,10,-10,15,1,0,3,323838,2,22,1,1,1,3,45,1
22,14,22,0,10,-10,15,2,1,3,326102,3,23,1,0,1,3,45,1
7,-45,7,1,10,-10,15,2,1,3,328466,4,24,1,1,1,3,45,1
-7,-7,-9,1,10,-10,15,2,1,3,332929,5,25,0,0,1,3,45,2
-6,-6,-5,0,10,-10,15,2,1,3,334483,6,26,0,1,1,3,45,2
-34,-34,32,1,10,-10,15,2,1,3,335789,7,27,0,0,1,3,45,2
-1,-1,28,0,10,-10,15,2,1,3,336930,8,28,0,1,1,3,45,2
-17,-17,17,1,10,-10,15,2,1,3,338317,9,29,0,0,1,3,45,2
-22,-22,-3,0,10,-10,15,2,1,3,339591,10,30,0,1,1,3,45,2
13,13,4,1,10,-10,15,1,0,4,349991,1,31,0,1,1,3,45,2
-11,1,-11,0,10,-10,15,0,0,4,352023,2,32,1,1,1,3,45,1
-9,-9,30,1,10,-10,15,2,1,4,353512,3,33,0,0,1,3,45,2
-14,-14,-16,1,10,-10,15,2,1,4,354901,4,34,0,0,1,3,45,2
-1,-1,23,1,10,-10,15,2,1,4,356107,5,35,0,0,1,3,45,2
5,5,20,1,10,-10,15,2,1,4,357974,6,36,0,1,1,3,45,2
4,4,9,1,10,-10,15,2,1,4,359214,7,37,0,1,1,3,45,2
-19,-19,13,1,10,-10,15,2,1,4,360473,8,38,0,0,1,3,45,2
-30,-30,1,1,10,-10,15,2,1,4,361693,9,39,0,0,1,3,45,2
-2,-2,-14,1,10,-10,15,2,1,4,362817,10,40,0,0,1,3,45,2
12,1,12,1,0,-20,15,1,0,5,371712,1,41,1,1,1,1,45,1
-19,-46,-19,0,0,-20,15,0,0,5,374340,2,42,1,1,1,1,45,1
-6,-27,-6,0,0,-20,15,2,1,5,376853,3,43,1,1,1,1,45,1
6,-25,6,0,0,-20,15,2,1,5,378175,4,44,1,0,1,1,45,1
-9,-21,-9,1,0,-20,15,2,1,5,380059,5,45,1,0,1,1,45,1
-3,-29,-3,0,0,-20,15,2,1,5,381613,6,46,1,1,1,1,45,1
8,-29,8,0,0,-20,15,2,1,5,383315,7,47,1,0,1,1,45,1
8,9,8,1,0,-20,15,2,1,5,384853,8,48,1,1,1,1,45,1
-4,-22,-4,0,0,-20,15,2,1,5,386407,9,49,1,1,1,1,45,1
7,-9,7,0,0,-20,15,2,1,5,387862,10,50,1,0,1,1,45,1
-15,-15,44,0,20,0,15,0,0,6,396503,1,51,0,1,1,2,45,2
15,-9,15,1,20,0,15,1,0,6,398205,2,52,1,1,1,2,45,1
26,35,26,1,20,0,15,2,1,6,400503,3,53,1,1,1,2,45,1
52,13,52,1,20,0,15,2,1,6,401908,4,54,1,1,1,2,45,1
2,2,2,1,20,0,15,2,1,6,403329,5,55,1,1,1,2,45,1
6,-29,6,1,20,0,15,2,1,6,404636,6,56,1,1,1,2,45,1
20,-16,20,1,20,0,15,2,1,6,406041,7,57,1,1,1,2,45,1
18,28,18,1,20,0,15,2,1,6,407346,8,58,1,1,1,2,45,1
40,20,40,1,20,0,15,2,1,6,408652,9,59,1,1,1,2,45,1
25,24,25,1,20,0,15,2,1,6,409826,10,60,1,1,1,2,45,1
23,-18,23,1,10,-10,15,1,0,1,660354,1,1,1,1,1,3,46,1
13,-27,13,1,10,-10,15,1,0,1,667313,2,2,1,1,1,3,46,1
-4,-49,-4,1,10,-10,15,2,1,1,670459,3,3,1,0,1,3,46,1
11,-3,11,1,10,-10,15,2,1,1,673805,4,4,1,1,1,3,46,1
-4,-18,-4,1,10,-10,15,2,1,1,677606,5,5,1,0,1,3,46,1
11,-23,11,1,10,-10,15,2,1,1,680043,6,6,1,1,1,3,46,1
-4,-8,-4,1,10,-10,15,2,1,1,682389,7,7,1,0,1,3,46,1
12,6,12,1,10,-10,15,2,1,1,684553,8,8,1,1,1,3,46,1
4,-31,4,1,10,-10,15,2,1,1,686677,9,9,1,1,1,3,46,1
16,-18,16,1,10,-10,15,2,1,1,688324,10,10,1,1,1,3,46,1
-2,-2,3,0,-10,10,15,0,0,2,697277,1,11,1,1,2,3,46,2
-5,-2,-5,0,-10,10,15,0,0,2,700870,2,12,0,1,2,3,46,1
-6,1,-6,0,-10,10,15,2,1,2,704601,3,13,0,1,2,3,46,1
31,31,14,1,-10,10,15,2,1,2,708542,4,14,1,1,2,3,46,2
18,18,-17,0,-10,10,15,2,1,2,713614,5,15,1,0,2,3,46,2
-25,51,-25,0,-10,10,15,2,1,2,716662,6,16,0,1,2,3,46,1
-12,32,-12,0,-10,10,15,2,1,2,718976,7,17,0,1,2,3,46,1
-10,16,-10,0,-10,10,15,2,1,2,721157,8,18,0,1,2,3,46,1
-9,20,-9,0,-10,10,15,2,1,2,724760,9,19,0,1,2,3,46,1
5,-8,5,0,-10,10,15,2,1,2,726348,10,20,0,0,2,3,46,1
-21,-4,-21,0,0,-20,15,0,0,3,740640,1,21,1,1,1,1,46,1
-8,-8,-15,0,0,-20,15,0,0,3,743915,2,22,0,1,1,1,46,2
10,10,-6,0,0,-20,15,2,1,3,746675,3,23,0,0,1,1,46,2
-10,-10,18,0,0,-20,15,2,1,3,749166,4,24,0,1,1,1,46,2
-25,-25,3,0,0,-20,15,2,1,3,751985,5,25,0,1,1,1,46,2
-2,-2,-14,0,0,-20,15,2,1,3,755747,6,26,0,1,1,1,46,2
-4,-4,-10,0,0,-20,15,2,1,3,758129,7,27,0,1,1,1,46,2
-35,-35,-1,0,0,-20,15,2,1,3,760243,8,28,0,1,1,1,46,2
-13,-13,11,0,0,-20,15,2,1,3,763022,9,29,0,1,1,1,46,2
-34,-34,-5,0,0,-20,15,2,1,3,765544,10,30,0,1,1,1,46,2
33,33,26,1,20,0,15,1,0,4,791995,1,31,0,1,1,2,46,2
-14,-14,20,0,20,0,15,0,0,4,795331,2,32,0,1,1,2,46,2
-19,14,-19,1,20,0,15,2,1,4,799320,3,33,1,0,1,2,46,1
12,-12,12,1,20,0,15,2,1,4,804304,4,34,1,1,1,2,46,1
-4,-4,12,0,20,0,15,2,1,4,807469,5,35,0,1,1,2,46,2
35,8,35,1,20,0,15,2,1,4,809921,6,36,1,1,1,2,46,1
4,-4,4,1,20,0,15,2,1,4,813057,7,37,1,1,1,2,46,1
20,-1,20,1,20,0,15,2,1,4,815638,8,38,1,1,1,2,46,1
24,31,24,1,20,0,15,2,1,4,819994,9,39,1,1,1,2,46,1
18,17,18,1,20,0,15,2,1,4,823419,10,40,1,1,1,2,46,1
15,15,-5,1,0,20,15,1,0,5,829294,1,41,1,1,2,2,46,2
26,26,20,1,0,20,15,1,0,5,834097,2,42,1,1,2,2,46,2
16,16,5,0,0,20,15,2,1,5,836341,3,43,1,0,2,2,46,2
31,31,-4,1,0,20,15,2,1,5,839378,4,44,1,1,2,2,46,2
14,14,11,1,0,20,15,2,1,5,840568,5,45,1,1,2,2,46,2
44,44,-1,1,0,20,15,2,1,5,842354,6,46,1,1,2,2,46,2
16,16,-7,1,0,20,15,2,1,5,844974,7,47,1,1,2,2,46,2
20,20,-21,1,0,20,15,2,1,5,846820,8,48,1,1,2,2,46,2
15,15,-5,1,0,20,15,2,1,5,849003,9,49,1,1,2,2,46,2
-1,-1,-19,1,0,20,15,2,1,5,851742,10,50,1,0,2,2,46,2
12,-20,12,1,0,-20,15,1,0,6,924449,1,51,1,1,1,1,46,1
-13,-6,-13,1,0,-20,15,0,0,6,927793,2,52,1,0,1,1,46,1
17,-11,17,1,0,-20,15,2,1,6,930462,3,53,1,1,1,1,46,1
-11,-17,-11,1,0,-20,15,2,1,6,933083,4,54,1,0,1,1,46,1
-15,-19,-15,0,0,-20,15,2,1,6,936287,5,55,1,1,1,1,46,1
9,-15,9,0,0,-20,15,2,1,6,938242,6,56,1,0,1,1,46,1
26,6,26,1,0,-20,15,2,1,6,941606,7,57,1,1,1,1,46,1
-2,-29,-2,0,0,-20,15,2,1,6,944146,8,58,1,1,1,1,46,1
5,-2,5,0,0,-20,15,2,1,6,948115,9,59,1,0,1,1,46,1
12,-11,12,1,0,-20,15,2,1,6,951152,10,60,1,1,1,1,46,1
47,-24,47,1,20,0,15,1,0,1,205480,1,1,1,1,1,2,47,1
25,19,25,1,20,0,15,1,0,1,210087,2,2,1,1,1,2,47,1
19,2,19,1,20,0,15,2,1,1,217192,3,3,1,1,1,2,47,1
28,-5,28,1,20,0,15,2,1,1,220056,4,4,1,1,1,2,47,1
52,-9,52,1,20,0,15,2,1,1,222303,5,5,1,1,1,2,47,1
16,9,16,1,20,0,15,2,1,1,224527,6,6,1,1,1,2,47,1
7,-7,7,1,20,0,15,2,1,1,226599,7,7,1,1,1,2,47,1
25,19,25,1,20,0,15,2,1,1,228727,8,8,1,1,1,2,47,1
47,-12,47,1,20,0,15,2,1,1,230824,9,9,1,1,1,2,47,1
-7,20,-7,1,20,0,15,2,1,1,232800,10,10,1,0,1,2,47,1
18,18,-5,1,-10,10,15,1,0,2,243367,1,11,1,1,2,3,47,2
13,13,-7,1,-10,10,15,1,0,2,245647,2,12,1,1,2,3,47,2
-8,-8,-21,1,-10,10,15,2,1,2,248127,3,13,1,0,2,3,47,2
7,7,-8,1,-10,10,15,2,1,2,249967,4,14,1,1,2,3,47,2
17,17,21,1,-10,10,15,2,1,2,251550,5,15,1,1,2,3,47,2
9,9,-16,1,-10,10,15,2,1,2,253335,6,16,1,1,2,3,47,2
-8,-8,18,1,-10,10,15,2,1,2,254974,7,17,1,0,2,3,47,2
21,21,-3,1,-10,10,15,2,1,2,257134,8,18,1,1,2,3,47,2
7,7,-8,1,-10,10,15,2,1,2,259654,9,19,1,1,2,3,47,2
1,1,-6,1,-10,10,15,2,1,2,261454,10,20,1,1,2,3,47,2
50,5,50,1,20,0,15,1,0,3,272110,1,21,1,1,1,2,47,1
4,-1,4,1,20,0,15,1,0,3,274686,2,22,1,1,1,2,47,1
28,-20,28,1,20,0,15,2,1,3,277038,3,23,1,1,1,2,47,1
18,16,18,1,20,0,15,2,1,3,278855,4,24,1,1,1,2,47,1
8,-10,8,1,20,0,15,2,1,3,280463,5,25,1,1,1,2,47,1
10,14,10,1,20,0,15,2,1,3,282207,6,26,1,1,1,2,47,1
33,5,33,1,20,0,15,2,1,3,284102,7,27,1,1,1,2,47,1
34,-12,34,1,20,0,15,2,1,3,285894,8,28,1,1,1,2,47,1
28,2,28,1,20,0,15,2,1,3,288358,9,29,1,1,1,2,47,1
18,6,18,1,20,0,15,2,1,3,290126,10,30,1,1,1,2,47,1
17,37,17,1,10,-10,15,1,0,4,303334,1,31,1,1,1,3,47,1
-6,-6,21,0,10,-10,15,0,0,4,310999,2,32,0,1,1,3,47,2
-12,-12,33,0,10,-10,15,2,1,4,316711,3,33,0,1,1,3,47,2
10,10,11,1,10,-10,15,2,1,4,319543,4,34,0,1,1,3,47,2
-8,-8,-5,0,10,-10,15,2,1,4,322439,5,35,0,1,1,3,47,2
-3,-32,-3,0,10,-10,15,2,1,4,325239,6,36,1,1,1,3,47,1
-20,-20,7,0,10,-10,15,2,1,4,327519,7,37,0,1,1,3,47,2
30,-21,30,0,10,-10,15,2,1,4,329935,8,38,1,0,1,3,47,1
-4,-4,18,1,10,-10,15,2,1,4,331983,9,39,0,0,1,3,47,2
-18,-18,22,0,10,-10,15,2,1,4,335151,10,40,0,1,1,3,47,2
18,18,-25,1,-20,0,15,1,0,5,344655,1,41,1,1,2,1,47,2
5,5,-18,1,-20,0,15,1,0,5,347167,2,42,1,1,2,1,47,2
-1,-1,-19,1,-20,0,15,2,1,5,349575,3,43,1,0,2,1,47,2
-4,-4,-25,0,-20,0,15,2,1,5,352287,4,44,1,1,2,1,47,2
-23,-23,-15,0,-20,0,15,2,1,5,354215,5,45,1,1,2,1,47,2
-1,-1,-35,1,-20,0,15,2,1,5,356183,6,46,1,0,2,1,47,2
-2,-2,-15,1,-20,0,15,2,1,5,358119,7,47,1,0,2,1,47,2
-1,-1,-8,1,-20,0,15,2,1,5,360159,8,48,1,0,2,1,47,2
8,8,-22,0,-20,0,15,2,1,5,362272,9,49,1,0,2,1,47,2
14,14,-18,0,-20,0,15,2,1,5,364167,10,50,1,0,2,1,47,2
-15,-15,-15,0,0,-20,15,0,0,6,372167,1,51,1,1,1,1,47,1
-2,-14,-2,0,0,-20,15,0,0,6,374343,2,52,1,1,1,1,47,1
13,-27,13,0,0,-20,15,2,1,6,376503,3,53,1,0,1,1,47,1
22,-42,22,0,0,-20,15,2,1,6,378551,4,54,1,0,1,1,47,1
11,-31,11,0,0,-20,15,2,1,6,380614,5,55,1,0,1,1,47,1
12,-5,12,0,0,-20,15,2,1,6,382558,6,56,1,0,1,1,47,1
-12,-6,-12,0,0,-20,15,2,1,6,384686,7,57,1,1,1,1,47,1
25,-3,25,0,0,-20,15,2,1,6,387566,8,58,1,0,1,1,47,1
-7,-7,-25,0,0,-20,15,2,1,6,391078,9,59,0,1,1,1,47,2
-4,-4,-8,1,0,-20,15,2,1,6,393398,10,60,0,0,1,1,47,2
29,22,29,1,20,0,15,1,0,1,446245,1,1,1,1,1,2,48,1
15,-2,15,1,20,0,15,1,0,1,450197,2,2,1,1,1,2,48,1
22,-1,22,0,20,0,15,2,1,1,453843,3,3,1,0,1,2,48,1
-10,-10,42,1,20,0,15,2,1,1,455693,4,4,0,0,1,2,48,2
-13,-13,19,0,20,0,15,2,1,1,457419,5,5,0,1,1,2,48,2
-15,-15,1,0,20,0,15,2,1,1,458820,6,6,0,1,1,2,48,2
31,1,31,1,20,0,15,2,1,1,460437,7,7,1,1,1,2,48,1
29,-5,29,0,20,0,15,2,1,1,461689,8,8,1,0,1,2,48,1
-33,-33,27,1,20,0,15,2,1,1,462949,9,9,0,0,1,2,48,2
-3,-3,16,1,20,0,15,2,1,1,464115,10,10,0,0,1,2,48,2
-8,-21,-8,0,10,-10,15,0,0,2,468811,1,11,1,1,1,3,48,1
3,3,1,1,10,-10,15,1,0,2,470467,2,12,0,1,1,3,48,2
1,1,17,0,10,-10,15,2,1,2,472287,3,13,0,0,1,3,48,2
-10,-22,-10,0,10,-10,15,2,1,2,473773,4,14,1,1,1,3,48,1
7,-26,7,1,10,-10,15,2,1,2,475017,5,15,1,1,1,3,48,1
5,5,11,1,10,-10,15,2,1,2,476385,6,16,0,1,1,3,48,2
16,-8,16,0,10,-10,15,2,1,2,477567,7,17,1,0,1,3,48,1
